text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: What is the role of a header-file?
A: Allow compiler to recognize the classes when used elsewhere",4,2,0,1,2,1,0,0,1
"Q: How are objects initialized when they are created?
A: If the object refers to a class, the constructor(s) will initialize the objects based on return type and parameters passed. Compiler will auto-create one if one is not provided.",5,2,1,2,2,1,2,2,2
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: The stack operation is almost the opposite of the enqueue operation.",2,0,0,0,0,2,0,0,1
"Q: What is the main advantage of arrays over linked lists?
A: Arrays have a set list of values. Meaning you can pick a spot in the array such as a[7] picks the 8th spot in the array. With linked lists you have to keep track with pointers if you want to take specific nodes out, otherwise you must traverse the entire list.",5,1,1,2,1,1,1,1,2
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: Public, protected, and private.",5,1,1,1,1,1,1,0,1
"Q: What are the main operations associated with a stack?
A: pop and push",5,1,1,1,1,1,1,1,1
"Q: What does a function signature include?
A: it includes the specific information about the function such as input and output variable types and how many of each.",3,0,0,2,2,1,0,0,2
"Q: How does the compiler handle inline functions?
A: When the program compiles,it will copy the function inplace, avoiding a function call.",5,1,2,2,2,1,1,0,1
"Q: What is the main advantage of linked lists over arrays?
A: Linked lists can be grown dynamically, items don't require shifting, and they have a greater awesome factor than that of arrays.",5,2,2,2,2,2,2,2,2
"Q: What does the sizeof operator return?
A: It returns the size of an operand in memory, which is checked at compiler-time.",4,2,2,1,2,1,2,0,1
"Q: How many constructors can be created for a class?
A: as many as you want",5,1,1,2,1,1,1,0,1
"Q: How many constructors can be created for a class?
A: There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",5,1,1,1,1,1,1,2,1
"Q: What are the main operations associated with a stack?
A: push - puts an element on the stack pop- takes an element off the stack",5,1,1,1,1,1,2,2,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Searches an array for the largest or the smallest element and is moved out to the front of the array then it will search for the next largest or the smallest element to move out to the front",5,2,2,2,2,1,2,0,2
"Q: What is the inorder traversal of a binary tree?
A: (Left side of tree) (Root) (Right side of tree)",5,1,1,2,2,1,2,0,1
"Q: How can you implement a stack with a list?
A: A singly-linked list is already a lot like a stack, it just depends on the way you address moving the head.",4,2,0,1,0,2,0,0,1
"Q: When does C++ create a default constructor?
A: When there are no arguments passed.",2,0,0,2,0,1,0,0,1
"Q: What is the advantage of linked lists over arrays?
A: you can add as many nodes as you like without having to specify a list size, if an array gets too big you have to copy its entire contents to another larger array to get more room",5,1,1,1,1,1,1,1,1
"Q: What does a function signature include?
A: name of function and types of arguments",5,1,1,2,1,1,2,0,1
"Q: What are the different ways to pass a pointer to a function?
A: you can pass them with the pointer (*) or the memory address (&)",2,0,0,0,0,0,0,0,1
"Q: How can an array be addressed in pointer/offset notation?
A: you get the memory location of the first element and the you add an offset to it to get other elements.",5,1,1,2,2,1,1,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: Best case would be O(n) or n-1, because that's what it takes to scan the array and make one swap. The array would then be sorted and would take only 1 operation.",4,0,2,2,0,1,0,2,2
"Q: How are objects initialized when they are created?
A: variables are set to a given value, or 0 if none is given.",1,0,0,0,0,0,0,0,1
"Q: What is a queue?
A: like a linked list expect first in last out",1,0,0,0,0,2,0,0,1
"Q: What is a binary tree?
A: A set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root.  Each node has at most two children, the left child and the right child.",5,1,1,1,1,1,1,2,1
"Q: What does the star (*) operator return?
A: Returns an alias/nickname for the object to which the pointer operand points.",5,1,2,1,1,1,2,0,1
"Q: What does the address (&) operator return?
A: The object's memory address.",4,1,2,1,2,1,1,0,1
"Q: What is the difference between a function prototype and a function definition?
A: A function definition does not require any additional information that needs to be passed inside its parenthesis  to execute. While a definition prototype requires more than one parameters to be passed in order to complete its  task.",4,0,0,0,0,0,0,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: the first needs to be specified by size and the rest need only be stated( first like this [3] then [][][])",3,0,0,2,0,1,0,0,2
"Q: What is the main advantage of arrays over linked lists?
A: Array-bases implementations require less memory than a pointer-bases one.",4,2,0,2,2,2,2,0,1
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: in a doubly linked list there are twice as many pointers for each element , therefore more memory is used",5,1,1,1,1,1,1,0,1
"Q: What does a function signature include?
A: The signature can include a result type and thrown errors.",2,0,0,1,1,1,0,0,1
"Q: What is a tree?
A: It is a list of numbers in a list made by comparing values of nodes already in the tree and adding to the appropriate spot. Its a list made up of nodes with left and right pointers.",3,0,0,0,0,2,0,0,2
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public private protected",5,1,1,1,1,1,1,0,1
"Q: What are the elements typically included in a class definition?
A: functions and data members",5,1,1,2,1,1,1,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: One can use iteration or by using a simple while/for loop.",5,1,1,1,1,1,1,1,1
"Q: What is the role of a header-file?
A: Header files declares the class member functions.",4,2,0,2,2,1,0,0,1
"Q: What are the different ways to pass a pointer to a function?
A: nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data",5,1,1,1,1,1,1,0,1
"Q: What is the difference between a circular linked list and a basic linked list?
A: in a circular linked lists, the last element points to the first",5,1,1,1,1,1,1,0,1
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: Strings declared using the type string can vary in length. Strings declared using an array of characters can not extend past the array length.",4,2,0,1,1,2,2,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: The number of operations for insertions sort, under best-case, is  n(n-1)/2. The best case for insertion sort is on a sorted list where it runs is O(n).",3,0,2,2,2,1,0,0,1
"Q: How can an array be addressed in pointer/offset notation?
A: you can have a pointer to the front of the array and add to the memory location (or offset from the initial value).",5,1,1,1,1,1,1,0,1
"Q: What is a leaf?
A: A leaf is a node with no children.",5,1,1,1,1,1,1,0,1
"Q: What is the scope of global variables?
A: Global variable can b accessed by any class wit an object in the variables class",3,0,0,0,0,0,0,0,2
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: An array of strings reads the string literals, meaning anything within ""quotes"". A char array reads a string as each individual character.",2,0,0,0,0,0,0,0,2
"Q: What is the difference between an array declared as static, and one that is not?
A: if they are declared fixed or static that means they can't change size once their storage has been allocated, however one that is not or dynamic arrarys can be resized.",3,0,0,0,0,0,0,0,1
"Q: Briefly describe in one sentence how does merge sort work?
A: Break a single array down into many arrays with individual elements, then sort the elements as you reconstruct them back into a single array.",5,2,2,1,2,1,2,0,1
"Q: What operations would you need to perform to find a given element on a stack?
A: if the stack is implemented using an array you could simply search the array for the item. If the stack is implemented using a linked list you would have to pop the values off of the stack until either the value is found or the stack is empty, you would then have to have the items put back into the list.",4,0,2,2,0,0,0,0,0
"Q: Where do C++ programs begin to execute?
A: main",5,1,2,2,2,1,1,0,1
"Q: What is a queue?
A: It is a particular set of entities that are put in to a certain order by the enqueue and the dequeue functions.",3,0,0,0,0,1,0,0,2
"Q: What are the two main functions defined by a queue?
A: dequeue and enqueue",5,1,1,1,1,1,1,1,1
"Q: What is a leaf?
A: And end point of the tree... a node that does not have any children.",5,1,1,1,1,1,1,0,2
"Q: What is a queue?
A: an ordered list that performs task in the order of first in first out. adding items to the queue places items behind the rest of them. taking items off the queue takes the one that has waited the longest.",5,1,1,2,1,1,1,2,2
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: The first dimension is not required however the subsequent dimension(s) are needed for the compiler.",5,1,1,1,1,1,1,0,1
"Q: What is the role of a prototype program in problem solving?
A: A prototype program is a part of the Specification phase of Software Problem Solvin.  It's employed to illustrate how the key problem or problems will be solved in a program, and sometimes serves as a base program to expand upon.",4,2,0,2,2,1,2,2,1
"Q: What does the star (*) operator return?
A: Returns synonym for the object its operand points to.",5,1,2,2,2,1,2,0,1
"Q: What is a function signature?
A: the declaration of the function.",2,0,0,0,0,2,0,0,1
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: For every call into memory, add/ multiply it into an equation of type O(n)",2,0,0,0,0,0,0,0,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: omitting the base case or writing the recursive call so that it does not converge upon the base case.",5,1,1,1,1,1,1,0,1
"Q: What stages in the software life cycle are influenced by the testing stage?
A: All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2,0,0,2,0,1,0,2,2
"Q: Briefly, how does selection sort work?
A: it searches through the entire data set for the best element to go in the current position, then it moves up a position and searches through the remainder of the set for the best element for the new position.",4,1,2,2,2,1,1,0,1
"Q: What is the inorder traversal of a binary tree?
A: printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.",5,2,2,2,2,1,2,2,2
"Q: What is the difference between a function prototype and a function definition?
A: A function prototype is just a declaration of the function existing, and cant be used as an actual function. A function has to be created with a definition within to tell the compiler what the function does.",4,1,2,2,2,1,2,0,1
"Q: What are the similarities between iteration and recursion?
A: they are used to solve the same type of problems. they do a task over and over again until a cirtain conditional statement is reached (its called the base case in recursion).",4,1,2,1,2,1,1,2,1
"Q: What are the different ways to pass a pointer to a function?
A: Four different ways: Nonconstant pointer to nonconstant data, a nonconstant pointer to constant data, a constant pointer to nonconstant data and a constant pointer to constant data.",5,1,1,1,1,1,1,0,1
"Q: What are the two main functions defined by a stack?
A: pop and push",5,1,1,1,1,1,1,0,1
"Q: What is the Euler tour traversal of a tree?
A: the euler tour is a way to traverse a tree where you come into contact with each node three times, from the left, from the right, and from the bottom",5,1,2,2,2,1,2,0,1
"Q: How can an array be addressed in pointer/offset notation?
A: An array can be addressed in pointer/offset notation by setting a pointer variable equal to the variable name of the array. Elements of the array can then be accessed by adding an offset value to the pointer variable.",4,1,1,1,1,1,1,0,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public: the function or variable can be used outside the class private: the function or variable can only be used with the class",5,1,1,1,1,1,2,2,1
"Q: How do you delete a node from a binary search tree?
A: If the node is a leaf, just set it's parent's pointer to null and delete it, if it has a single child, set the parent's pointer to the child and delete; if it has two children, set the node to one of the middle children and remove that child from its previous position as a leaf (rightmost child of the left subtree or leftmost child of the right subtree).",5,2,1,2,2,1,2,2,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: A static array only has a specific size and it cannot grow. Also static arrays cannot be accessed outside the program which created it.",3,0,0,2,0,0,0,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: The size of the first dimension can be omitted, same as a regular array. However, for every dimension outside the first, the size of those dimensions must be specified when passed, for example, a multi-dimensional array of [2][4][6] with the name MultiArray would be passed as: ""MultiArray[][4][6], 2""",4,2,1,1,2,1,1,2,2
"Q: What operations would you need to perform to find a given element on a stack?
A: Pop each element off the stack (and into another stack for storage) until the desired element is found.",4,2,2,1,1,1,2,0,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Selection sort is an algorithm that selects the larges item the array and puts it in its place; then select the next largest until the array is sorted",4,1,1,1,2,1,2,0,1
"Q: What are the two main functions defined by a stack?
A: pop - to remove item push - to insert an element",5,1,1,1,1,1,1,2,1
"Q: What is a pointer?
A: A variable that contains the memory address of another variable that contains a specific value.",5,1,1,1,2,1,2,0,2
"Q: What is the difference between a function prototype and a function definition?
A: A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",4,2,2,2,2,1,2,0,1
"Q: How are arrays passed to functions?
A: Arrays are passed to functions by reference.",5,1,1,1,1,1,1,0,1
"Q: What is a binary search tree?
A: a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.",4,2,2,2,2,1,2,0,1
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: run the code for n-times and get average values, drop the constant and lowest number. for example if             f(x) = 3n +1 the running time will bef  f(x) = O(n)",4,0,0,0,0,0,0,0,0
"Q: How are objects initialized when they are created?
A: If you had a class Gradebook, you would initialize it in your main function by use of a constructor in the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook myGradebook;  In this bit of code, the class Gradebook has been initialized as object myGradebook.",5,1,1,1,1,1,1,1,2
"Q: What is the difference between a constructor and a function?
A: A constructor is automatically called whenever an instance of a class is created, a function must be explicitly called by the user.",4,2,2,1,1,1,2,0,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: not creating a base case, or in the case where the base case will never be met.",5,1,1,1,1,1,1,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: Insertion sort is O(n) and performs n-1 operations in the best-case scenario, which is when the list or array is already sorted.",4,1,1,1,1,1,1,0,1
"Q: What is a binary tree?
A: a tree with only 2 joints, left and right",4,0,0,0,0,1,0,0,1
"Q: What are the two different ways of specifying the length of an array?
A: Supply an integer inside the brackets or the compiler counts the number of elements in the initializer list. int n[5]; int n[] = { 1,2,3,4,5 }",5,1,1,2,1,1,1,1,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: local, global, local-variable, function specific",2,0,0,0,0,0,0,0,1
"Q: What is the role of a prototype program in problem solving?
A: A prototype program simulates the behaviors of portions of the desired software product to allow for error checking.",4,1,1,1,1,1,1,2,1
"Q: What is a variable?
A: a value/word that can assume any of a set of values",3,0,0,0,0,1,0,0,1
"Q: How are objects initialized when they are created?
A: objects are initialized by giving the object a type, name, and initial value",2,0,0,0,0,2,0,0,1
"Q: What are the two different ways of specifying the length of an array?
A: Implicit, namely when you give it values, like {1,2,3,4,5,6,7,8,9}, at which the compiler will automatically give this a size. Static, during the declaration.",5,1,1,2,1,1,1,1,1
"Q: What is a function pointer?
A: Function pointer is a pointer to a function. function pointer contains address of functions",5,1,2,1,2,1,2,0,2
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: Push operation.",5,1,1,1,1,1,1,0,1
"Q: What is the role of a header-file?
A: to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",4,0,0,0,0,2,0,0,1
"Q: What is a pointer?
A: A pointer is a reference to a location in memory",5,1,2,2,2,1,2,0,1
"Q: What are the similarities between iteration and recursion?
A: both need to have some kind of base case to tell when the loop needs to stop.",3,2,0,0,0,1,0,0,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: If at each recursive call the problem does not diminish or if it does not diminish to a base case, can cause infinite recursion.",5,1,1,1,1,1,1,0,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: Not having the proper case to leave the recursion",4,2,2,2,2,1,2,0,1
"Q: What is the base case for a recursive implementation of merge sort?
A: Single element in the array",5,1,2,1,1,1,2,0,1
"Q: What is a recursive function?
A: A function that calls itself to perform an opperation such as a factorial recursive function.",5,1,1,2,1,1,2,1,2
"Q: What is a linked list?
A: the items of a data structure are linked to each other using pointers",4,2,2,1,1,1,2,0,1
"Q: What is the main difference between a while and a do...while statement?
A: A do...while statement will always execute the ""do"" piece of code at least once before checking the condition. A while statement will always check the condition first.",5,1,1,1,1,1,1,2,1
"Q: What is a binary search tree?
A: A binary search tree is a finite set of nodes that is either empty or consits of a root and two disjoint binary trees call the left and right subtrees.",2,0,0,2,2,0,0,0,1
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: Doubly linked lists can be traversed in both directions",4,0,0,1,1,2,0,0,1
"Q: How do you delete a node from a binary search tree?
A: You traverse the tree till you find the node you are wanting to delete.  If the node has no children you delete it.  If the node has children, before you delete, you find the left-most of its children and attach it to the root then you can delete the node.",4,0,0,2,0,1,0,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: It depends what parameters you are passing in a multidimensional.  A multideminsional can have more than two dimensions.",4,0,0,2,0,0,0,0,2
"Q: What is a leaf?
A: A node with no children.",5,1,1,1,1,1,1,0,1
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: to run the program through and see how many times each thing is called and the runtime of each function is based on that.",4,2,2,2,2,1,2,0,1
"Q: What is the main difference between a while and a do...while statement?
A: the loop body always executes at least once",4,1,1,1,1,1,1,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: Information can be hidden. It is easier to debug. Programming is easier and more manageable.",4,0,0,0,0,2,0,0,1
"Q: How many steps does it take to search a node in a binary search tree?
A: N, n being the number of nodes.",4,0,0,2,0,2,0,0,1
"Q: What does a function signature include?
A: the name of the function and the types of its arguments",5,1,1,2,1,1,1,0,1
"Q: What is a queue?
A: A queue is a FIFO data structure.",5,1,2,1,1,1,2,0,1
"Q: What is the base case for a recursive implementation of merge sort?
A: where you only must merge sort once",4,0,0,0,0,2,0,0,1
"Q: What does the star (*) operator return?
A: returns a synonym for the object to which its pointer operand points.",5,1,2,1,2,1,2,0,1
"Q: How does the compiler handle inline functions?
A: It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.",4,1,2,2,2,2,1,0,0
"Q: What is a variable?
A: Is a method or identifier I would say,  we use to bind a data object to memory location; which is then stored in a location that can be accessed when and manipulated later when the variable name is called.",5,2,1,0,0,1,2,2,0
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: When you read a string of characters, you also read in the white space.  When you read characters declared char you only read the characters, no white space.",3,0,0,2,0,0,0,0,1
"Q: What are the different ways to pass a pointer to a function?
A: Pointers may be passed to functions by value, by reference with reference arguments, or by reference with pointer arguments.",2,2,0,1,1,0,0,0,1
"Q: What is a pointer?
A: A pointer is an element that references a memory location.",5,2,2,2,2,1,2,0,1
"Q: What does the sizeof operator return?
A: the sizeof operator returns the size in bytes of an array parameter",4,0,0,2,0,2,0,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: Existing classes can be reused, Program maintenance and verification are easier",4,1,2,1,1,1,2,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: An array that is static does not change or uninitialize if called later unless explicitly acted upon.  It does not terminate or change across objects.  An automatic local array will be cleared and uninitialized if called later outside of it's specific scope.",5,2,2,1,1,1,1,2,1
"Q: Briefly describe in one sentence how does merge sort work?
A: merge sort divides the data into halves until data of one element is reached and then merges each element together according to its placement in comparison to the rest of the data",5,1,2,1,1,1,1,0,1
"Q: What is the base case for a recursive implementation of merge sort?
A: Best case is one element.  One element is sorted.",5,1,2,0,2,1,2,2,1
"Q: How do you delete a node from a binary search tree?
A: the deletion of a node depends upon if it has children and if it is an AVL binary search tree. Assuming it is not an AVL tree, and the node being deleted has no children, you just set its pointer to null. If it has a left child or a right child exclusively, that child replaces the deleted node, if it has two children, the left most child of the right sub tree (or right most child of the left subtree)will replace it",5,1,1,1,1,1,1,2,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: you do not use unessesary memory space to copy variables between functions",5,1,2,2,2,1,1,0,1
"Q: What does the sizeof operator return?
A: Return size of operand in bytes",5,1,1,1,1,1,1,0,1
"Q: How are objects initialized when they are created?
A: by giving them a value",2,0,0,0,2,1,0,0,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Pass by reference is good for performance reasons, because it can eliminate the pass by value overhead of copying large amounts of data.",5,1,1,1,1,1,1,0,1
"Q: Where do C++ programs begin to execute?
A: main function",5,1,1,1,1,1,1,0,1
"Q: How are linked lists passed as arguments to a function?
A: They are passed by reference because you want the function to change the pointer",4,1,1,1,2,1,1,2,1
"Q: What is the scope of global variables?
A: They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.",5,2,2,2,2,1,2,2,2
"Q: What is a recursive function?
A: a function that calls itself in the definition code",5,1,1,1,1,1,1,0,2
"Q: How are infix expressions evaluated by computers?
A: computers convert infix expressions to postfix form before evaluation",5,1,2,1,2,1,1,0,1
"Q: What is the main advantage of linked lists over arrays?
A: Linked lists have an indefinite size. They can be added to and taken away from very easily with little difficulty in the shifting of data.",5,1,1,1,1,1,1,2,1
"Q: How many steps does it take to search a node in a binary search tree?
A: ( n(n-1) ) / 2",2,0,0,0,0,0,0,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Iteration.",5,1,1,1,1,1,1,0,1
"Q: What operations would you need to perform to find a given element on a stack?
A: you would need to perform a search through the list of elements (i dont really understand what this question is asking....its not very clear?)",2,0,0,0,0,0,0,0,2
"Q: How does the compiler handle inline functions?
A: It generates a copy of the function's code by by inserting it in the program.",4,1,2,1,2,1,1,0,2
"Q: What does a function signature include?
A: Name of the function and the types of it's arguments",5,1,1,2,1,1,1,0,1
"Q: How can you implement a stack with an array?
A: using arrays, you are pushing one int at a time into the stack until you get to the end of your array",4,0,0,2,0,2,0,0,1
"Q: What is a recursive function?
A: It invoke by itself again ana again, unless it reach bas case",4,1,1,2,2,1,1,0,2
"Q: What is the difference between a function prototype and a function definition?
A: a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",4,1,0,1,2,1,2,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: A static array exists in memory until the program terminates, whereas an automatic (or normal) array is removed when the function that created it terminates",5,1,2,1,1,1,1,0,1
"Q: What is a pointer?
A: A pointer is a way to get at another object. Essentially it is a way to grab an instance of an object and then either pass that instance a message or retreive some data from that object. A pointer is actually just an address of where an instance is held in memory.",4,1,2,2,2,1,2,2,2
"Q: What is a pointer?
A: its a data type with a memory address and a value",3,2,2,2,2,1,2,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: the best case scenario for insertion sort is a list that is already sorted. the number of operations would be the same as the number of elements",5,1,1,1,1,1,1,1,1
"Q: What are the two main functions defined by a stack?
A: push - adds an item to the top of the stack pop - removes the top item from the stack",5,1,1,1,1,1,1,2,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Select the smallest number in the list and move it to the front of the list and then advance to the next number.",5,1,2,2,0,1,2,0,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: data member or data functions are access specifiers",1,0,0,0,0,0,0,0,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: The function can change the data stored in a variable passed by reference directly.",4,2,0,1,1,1,2,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: Every dimension after the first.",5,1,1,1,1,1,1,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: an array that is declared as static can only be used in the function that its being called in. Its a constant array. Static is another way of say const.",2,0,0,0,0,2,0,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: all dimensions, excluding the first one.",5,1,1,1,1,1,1,0,1
"Q: What operations would you need to perform to find a given element on a stack?
A: if top item != given element pop the stack. Repeat until item is found or stack is empty",4,2,0,1,2,1,0,0,1
"Q: What is the difference between a circular linked list and a basic linked list?
A: in a circular linked list, the last object is linked back to the first object.",5,1,1,2,1,1,1,0,1
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: not answered",0,0,0,0,0,0,0,0,1
"Q: What is the role of a prototype program in problem solving?
A: To find problem and errors in a program before it is finalized",2,2,0,2,2,1,0,0,1
"Q: What is the difference between a function prototype and a function definition?
A: The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ). The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.",2,2,2,2,2,1,2,2,0
"Q: What is a function pointer?
A: a pointer to a function",4,2,0,1,0,1,0,0,1
"Q: How many comparisons does it take to find an element in a binary search tree?
A: at the minimum log(n)/log(2), at the maximum N searches, where N is the number of nodes.",4,1,1,1,1,1,1,0,1
"Q: What are the two main functions defined by a stack?
A: Push (insert) and pop (retrieve).",5,1,1,1,1,1,1,2,1
"Q: How can an array be addressed in pointer/offset notation?
A: multi-dimensional array",1,0,0,0,0,0,0,0,1
"Q: What is a tree?
A: A finite set of nodes that starts with the root and terminates with leaves.",4,2,0,1,2,1,0,0,1
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: The data class type string are designed to handle character data, and has many functions built into the class library to deal with them. An array of characters however is subject to all the same rules of any other array with no real additional functionality. Another difference is that the string class deals with the null character implicitly, unlike an array of characters, which must handle the null character explicitly.",5,1,1,1,2,1,1,2,2
"Q: What is the height of a tree?
A: The height is the number of generations (levels) from the root.",4,2,0,1,2,1,2,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: An array declared as static is not created and and initialized each time the function and it is also not destroyed when the function terminates.",5,1,1,1,2,1,1,0,2
"Q: What is the difference between a function prototype and a function definition?
A: A function prototype describes a class's public interface without revealing the class's member function implementations",4,0,0,2,0,0,0,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: The static array will be available to the whole of the program, whereas an array that is not static is only available within the scope in which it is declared.   //pass-by-reference???",4,0,0,2,0,2,0,0,1
"Q: What is the scope of global variables?
A: Global variables have file-scope.  The variable is know to all functions throught the file",5,1,1,1,1,1,1,1,1
"Q: What is a binary tree?
A: A binary search tree is a tree that also has the condition that each node may have at maximum 2 children",4,0,0,0,2,2,0,0,2
"Q: What is the Euler tour traversal of a tree?
A: it is where you visit the parent then you vistit the children",2,0,0,0,0,0,0,0,1
"Q: What is the scope of global variables?
A: can be accesed by any classes that have and object of that variables class in it",3,0,0,0,0,0,0,0,2
"Q: What is a pointer?
A: A data type whose value refers to another value stored elsewhere in the computer memory using its address.",4,2,2,1,2,1,1,0,1
"Q: How does the compiler handle inline functions?
A: It expands a small function out... making your code longer, but also makes it run faster.",4,1,1,1,1,1,1,2,1
"Q: How can an array be addressed in pointer/offset notation?
A: by using the *(pointer + element-index)",4,1,0,1,2,1,2,0,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: dived and conquer is the breaking up of a large complex program into small easy to solve components.",4,2,0,0,2,1,0,0,1
"Q: How can you implement a stack with an array?
A: An array has a fixed size.  You can add and delete elements to the end of the array and you use a pointer to keep track of the last element added.  Each time you add or delete an element you update the pointer and check if it is equal to the max size of the array.",5,1,1,2,1,1,1,2,1
"Q: What is the inorder traversal of a binary tree?
A: it means that you traverse one subtree of a node, then look at the node itself before traversing the other subtree of the node",4,2,2,2,2,1,2,0,1
"Q: Where do C++ programs begin to execute?
A: C++ programs begin execution at the main function.",5,1,1,1,1,1,1,0,1
"Q: What are the main operations associated with a stack?
A: Push  and pop.",5,1,1,1,1,1,1,1,1
"Q: How are objects initialized when they are created?
A: initialized using the same name as the class",2,2,0,0,2,1,0,0,1
"Q: What is the height of a tree?
A: the number of distinct levels of separation",4,0,0,0,0,1,0,0,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: no base case or if the programmar does not define the base case as the simplest case and it never gets reached",5,1,2,2,2,1,1,0,2
"Q: What does the star (*) operator return?
A: The value stored in the object being pointed to.",4,0,0,2,2,1,0,0,1
"Q: Where are variables declared in a C++ program?
A: They are usually declared at the beginning before they can be used in the program. They always contain a name and a data type.",3,0,0,2,0,0,0,0,2
"Q: What operations would you need to perform to find a given element on a stack?
A: createStack, push, isEmpty, pop, and a boolean return value.",3,0,0,1,0,0,0,0,1
"Q: Where do C++ programs begin to execute?
A: main",5,1,2,2,2,1,1,0,1
"Q: What is the difference between a constructor and a function?
A: a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data.",2,0,0,2,0,2,0,0,1
"Q: What is the main difference between a while and a do...while statement?
A: A while statement will test the condition of the while loop FIRST - there is a chance the loop will never run. A do...while loop will ALWAYS run once, and then the while test will determine if it will run again.",5,1,1,1,1,1,1,2,1
"Q: What does the star (*) operator return?
A: The dereferencing operator returns the dereferenced object.",4,2,2,1,2,1,0,0,1
